Stations_id,von,bis,hoehe,geoBreite,geoLaenge,Stationsname,Bundesland,Landkreis
13711,20161201,20210307,289,506.82,115.15,Krölpa-Rockendorf,Thüringen,Saale-Orla-Kreis
13900,19970517,20190404,145,502.688,93.58,"Soden,Bad-Salmünster (Kläranlage)",Hessen,Main-Kinzig-Kreis
13901,19970404,20210307,41,517.343,71.998,Haltern (Wasserwerk),Nordrhein-Westfalen,Kreis Recklinghausen
13932,19910802,20210307,388,483.617,131.938,Rotthalmünster (Landwirtschaftsamt),Bayern,Landkreis Passau
13952,20090201,20210307,278,514.089,80.094,Arnsberg-Müschede,Nordrhein-Westfalen,Hochsauerlandkreis
13965,20081201,20210308,619,482.639,88.134,Balingen-Bronnhaupten,Baden-Württemberg,Zollernalbkreis
15000,20110401,20210307,231,507.983,60.244,Aachen-Orsbach,Nordrhein-Westfalen,Städteregion Aachen
15044,20111001,20210307,199,504.517,74.058,Neuwied-Feldkirchen-Hüllenberg,Rheinland-Pfalz,Landkreis Neuwied
15120,20120301,20210307,379,515.572,87.019,Haaren,Nordrhein-Westfalen,Kreis Paderborn
15122,20120401,20210307,380,495.2,102.854,Ergersheim-Neuherberg,Bayern,Landkreis Neustadt an der Aisch-Bad Windsheim
15189,20130501,20210307,12,538.281,125.936,Sukow-Levitzow,Mecklenburg-Vorpommern,Landkreis Rostock
15190,20180701,20210307,18,516.802,64.349,Xanten (Wasserwerk),Nordrhein-Westfalen,Kreis Wesel
15200,20130601,20210307,327,512.531,72.157,Wuppertal,Nordrhein-Westfalen,Wuppertal
15207,20131101,20210307,317,512.835,93.59,Schauenburg-Elgershausen,Hessen,Landkreis Kassel
15214,20131101,20210307,808,476.248,108.075,Halblech-Bayerniederhofen,Bayern,Landkreis Ostallgäu
15444,20140901,20210307,593,484.418,99.216,Ulm-Mähringen,Baden-Württemberg,Alb-Donau-Kreis
15520,20150901,20210307,656,478.19,122.956,Frasdorf-Greimelberg,Bayern,Landkreis Rosenheim
15547,20161001,20210307,215,491.259,91.428,Heilbronn/Neckar,Baden-Württemberg,Heilbronn
15801,20201002,20210307,717,488.257,135.922,Hinterschmiding-Sonndorf,Bayern,Landkreis Freyung-Grafenau
15976,20200402,20210307,216,499.529,82.107,Ober-Olm/Bellem,Rheinland-Pfalz,Landkreis Mainz-Bingen
15978,20200402,20210307,316,495.044,78.618,Sembach,Rheinland-Pfalz,Landkreis Kaiserslautern
19171,20200901,20210308,13,540.038,98.553,Hasenkrug-Hardebek,Schleswig-Holstein,Segeberg
